AvgSpotLen	BioSample	Experiment	Instrument	MBases	MBytes	Run	SRA_Sample	Sample_Name	resident_tissue	source_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	cell_type
202	SAMN09233355	SRX4108665	Illumina HiSeq 2500	6586	2650	SRR7192028	SRS3324314	GSM3148614	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233354	SRX4108666	Illumina HiSeq 2500	5854	2193	SRR7192029	SRS3324315	GSM3148615	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233354	SRX4108666	Illumina HiSeq 2500	12130	4674	SRR7192030	SRS3324315	GSM3148615	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233354	SRX4108666	Illumina HiSeq 2500	6675	2562	SRR7192031	SRS3324315	GSM3148615	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233354	SRX4108666	Illumina HiSeq 2500	160	66	SRR7192032	SRS3324315	GSM3148615	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233352	SRX4108667	Illumina HiSeq 2500	13484	5046	SRR7192033	SRS3324316	GSM3148616	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233352	SRX4108667	Illumina HiSeq 2500	3958	1516	SRR7192034	SRS3324316	GSM3148616	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233352	SRX4108667	Illumina HiSeq 2500	6675	2544	SRR7192035	SRS3324316	GSM3148616	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233352	SRX4108667	Illumina HiSeq 2500	1753	675	SRR7192036	SRS3324316	GSM3148616	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233351	SRX4108668	Illumina HiSeq 2500	9120	3453	SRR7192037	SRS3324317	GSM3148617	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233351	SRX4108668	Illumina HiSeq 2500	4213	1618	SRR7192038	SRS3324317	GSM3148617	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233349	SRX4108669	Illumina HiSeq 2500	13484	5142	SRR7192039	SRS3324318	GSM3148618	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233349	SRX4108669	Illumina HiSeq 2500	3035	1189	SRR7192040	SRS3324318	GSM3148618	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233349	SRX4108669	Illumina HiSeq 2500	6146	2332	SRR7192041	SRS3324318	GSM3148618	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233348	SRX4108670	Illumina HiSeq 2500	13484	5108	SRR7192042	SRS3324319	GSM3148619	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233348	SRX4108670	Illumina HiSeq 2500	3600	1404	SRR7192043	SRS3324319	GSM3148619	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233348	SRX4108670	Illumina HiSeq 2500	5737	2173	SRR7192044	SRS3324319	GSM3148619	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233346	SRX4108671	Illumina HiSeq 2500	2050	767	SRR7192045	SRS3324320	GSM3148620	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233346	SRX4108671	Illumina HiSeq 2500	4452	1715	SRR7192046	SRS3324320	GSM3148620	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233346	SRX4108671	Illumina HiSeq 2500	3354	1290	SRR7192047	SRS3324320	GSM3148620	blood	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233344	SRX4108672	Illumina HiSeq 2500	5107	1948	SRR7192048	SRS3324321	GSM3148621	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233344	SRX4108672	Illumina HiSeq 2500	11375	4354	SRR7192049	SRS3324321	GSM3148621	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233333	SRX4108673	Illumina HiSeq 2500	6675	2545	SRR7192050	SRS3324322	GSM3148622	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233333	SRX4108673	Illumina HiSeq 2500	2681	1032	SRR7192051	SRS3324322	GSM3148622	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233333	SRX4108673	Illumina HiSeq 2500	6449	2512	SRR7192052	SRS3324322	GSM3148622	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233330	SRX4108674	Illumina HiSeq 2500	6675	2549	SRR7192053	SRS3324323	GSM3148623	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233330	SRX4108674	Illumina HiSeq 2500	190	75	SRR7192054	SRS3324323	GSM3148623	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233330	SRX4108674	Illumina HiSeq 2500	13484	5122	SRR7192055	SRS3324323	GSM3148623	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233330	SRX4108674	Illumina HiSeq 2500	311	124	SRR7192056	SRS3324323	GSM3148623	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233329	SRX4108675	Illumina HiSeq 2500	6675	2560	SRR7192057	SRS3324324	GSM3148624	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233329	SRX4108675	Illumina HiSeq 2500	1190	459	SRR7192058	SRS3324324	GSM3148624	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233329	SRX4108675	Illumina HiSeq 2500	13484	5109	SRR7192059	SRS3324324	GSM3148624	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233329	SRX4108675	Illumina HiSeq 2500	6554	2521	SRR7192060	SRS3324324	GSM3148624	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233328	SRX4108676	Illumina HiSeq 2500	6675	2556	SRR7192061	SRS3324325	GSM3148625	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233328	SRX4108676	Illumina HiSeq 2500	99	39	SRR7192062	SRS3324325	GSM3148625	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233328	SRX4108676	Illumina HiSeq 2500	13484	5102	SRR7192063	SRS3324325	GSM3148625	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233328	SRX4108676	Illumina HiSeq 2500	2493	954	SRR7192064	SRS3324325	GSM3148625	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233327	SRX4108677	Illumina HiSeq 2500	6675	2556	SRR7192065	SRS3324326	GSM3148626	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233327	SRX4108677	Illumina HiSeq 2500	627	245	SRR7192066	SRS3324326	GSM3148626	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233327	SRX4108677	Illumina HiSeq 2500	13484	5087	SRR7192067	SRS3324326	GSM3148626	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233327	SRX4108677	Illumina HiSeq 2500	4838	1865	SRR7192068	SRS3324326	GSM3148626	breast tumor	BC04	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
200	SAMN09233377	SRX4108678	Illumina HiSeq 2500	37098	15445	SRR7192069	SRS3324327	GSM3148627	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233376	SRX4108679	Illumina HiSeq 2500	13484	5096	SRR7192070	SRS3324328	GSM3148628	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233376	SRX4108679	Illumina HiSeq 2500	13484	5208	SRR7192071	SRS3324328	GSM3148628	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233376	SRX4108679	Illumina HiSeq 2500	12044	4739	SRR7192072	SRS3324328	GSM3148628	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233375	SRX4108680	Illumina HiSeq 2500	13484	5111	SRR7192073	SRS3324329	GSM3148629	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233375	SRX4108680	Illumina HiSeq 2500	13484	5197	SRR7192074	SRS3324329	GSM3148629	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233375	SRX4108680	Illumina HiSeq 2500	12872	5056	SRR7192075	SRS3324329	GSM3148629	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233374	SRX4108681	Illumina HiSeq 2500	13484	5093	SRR7192076	SRS3324330	GSM3148630	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233374	SRX4108681	Illumina HiSeq 2500	13484	5184	SRR7192077	SRS3324330	GSM3148630	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233374	SRX4108681	Illumina HiSeq 2500	11877	4642	SRR7192078	SRS3324330	GSM3148630	breast tumor	BC05	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233373	SRX4108682	Illumina HiSeq 2500	13484	5139	SRR7192079	SRS3324331	GSM3148631	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233373	SRX4108682	Illumina HiSeq 2500	13484	5278	SRR7192080	SRS3324331	GSM3148631	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233373	SRX4108682	Illumina HiSeq 2500	6891	2741	SRR7192081	SRS3324331	GSM3148631	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233372	SRX4108683	Illumina HiSeq 2500	2626	1022	SRR7192082	SRS3324332	GSM3148632	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233372	SRX4108683	Illumina HiSeq 2500	2562	990	SRR7192083	SRS3324332	GSM3148632	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233372	SRX4108683	Illumina HiSeq 2500	2669	1061	SRR7192084	SRS3324332	GSM3148632	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233372	SRX4108683	Illumina HiSeq 2500	2603	1021	SRR7192085	SRS3324332	GSM3148632	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233372	SRX4108683	Illumina HiSeq 2500	2609	1014	SRR7192086	SRS3324332	GSM3148632	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233372	SRX4108683	Illumina HiSeq 2500	2552	984	SRR7192087	SRS3324332	GSM3148632	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233372	SRX4108683	Illumina HiSeq 2500	2672	1060	SRR7192088	SRS3324332	GSM3148632	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
145	SAMN09233372	SRX4108683	Illumina HiSeq 2500	2590	1013	SRR7192089	SRS3324332	GSM3148632	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
150	SAMN09233370	SRX4108684	Illumina HiSeq 2500	27335	20850	SRR7192090	SRS3324333	GSM3148633	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
150	SAMN09233370	SRX4108684	Illumina HiSeq 2500	27562	21052	SRR7192091	SRS3324333	GSM3148633	breast tumor	BC06	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233369	SRX4108685	Illumina HiSeq 2500	13484	5103	SRR7192092	SRS3324334	GSM3148634	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233369	SRX4108685	Illumina HiSeq 2500	13484	5183	SRR7192093	SRS3324334	GSM3148634	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233369	SRX4108685	Illumina HiSeq 2500	13484	5247	SRR7192094	SRS3324334	GSM3148634	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233369	SRX4108685	Illumina HiSeq 2500	234	98	SRR7192095	SRS3324334	GSM3148634	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233367	SRX4108686	Illumina HiSeq 2500	13484	5278	SRR7192096	SRS3324335	GSM3148635	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233367	SRX4108686	Illumina HiSeq 2500	13484	5288	SRR7192097	SRS3324335	GSM3148635	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233367	SRX4108686	Illumina HiSeq 2500	13484	5318	SRR7192098	SRS3324335	GSM3148635	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233367	SRX4108686	Illumina HiSeq 2500	2262	905	SRR7192099	SRS3324335	GSM3148635	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233366	SRX4108687	Illumina HiSeq 2500	13484	5606	SRR7192100	SRS3324336	GSM3148636	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233366	SRX4108687	Illumina HiSeq 2500	13484	5638	SRR7192101	SRS3324336	GSM3148636	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233366	SRX4108687	Illumina HiSeq 2500	13484	5617	SRR7192102	SRS3324336	GSM3148636	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233366	SRX4108687	Illumina HiSeq 2500	11385	4794	SRR7192103	SRS3324336	GSM3148636	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
100	SAMN09233366	SRX4108687	Illumina HiSeq 2500	46060	19881	SRR7192104	SRS3324336	GSM3148636	breast tumor	BC07	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233364	SRX4108688	Illumina HiSeq 2500	13484	5158	SRR7192105	SRS3324337	GSM3148637	breast	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233364	SRX4108688	Illumina HiSeq 2500	13484	5255	SRR7192106	SRS3324337	GSM3148637	breast	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233364	SRX4108688	Illumina HiSeq 2500	8284	3303	SRR7192107	SRS3324337	GSM3148637	breast	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
202	SAMN09233363	SRX4108689	Illumina HiSeq 2500	13484	5165	SRR7192108	SRS3324338	GSM3148638	breast tumor	BC08	RNA-Seq	PRJNA472383	GEO	public	sra	ncbi	0	PAIRED	cDNA	TRANSCRIPTOMIC	2018-05-21	Homo sapiens	ILLUMINA	2018-06-28	SRP148597	CD45+ leukocytes
